,tweet,user,location
182,"@major_pawan ab antidote toh bus doh ko hi laga hai 🙏  
got #covid19 #namastetrump
spread #lockdown2020
sold… https://t.co/jezwx9j8lp",VinayShindeBlr,Planet Earth
183,rt @jha_yatendra: @sonusood @vishallamba20 @soodfoundation aiming to plant #smartoxytree with 95% pure #oxygen in public places for asthmat…,TarunKa66677483,"NCR, Bharat "
184,"rt @sharmakhemchand: #kejriwal yesterday spent ₹80 lakh to get posters &amp; banners attacking pm @narendramodi put in delhi

in that much mone…",ibhagwa_n,Delhi & Mumbai
185,"rt @vmbjp: thanks to @railminindia &amp; @piyushgoyal ji for providing kerala with 118 mt of oxygen. 

the first oxygen train to kerala arrived…",fobcbe,Coimbatore
186,"rt @helpranchi: #covidresources for #ranchi , #jharkhand #verified &amp; updated daily by team help, ranchi

date - 16 may 2021

resources list…",ujjwalkumar2019,"Ranchi Road Area, Ramgarh"
187,rt @hul_news: hul's #missionhope is now live in #delhi #ncr &amp; #bengaluru. those in need of an #oxygen concentrator for #covid19 patients ca…,AbhishekHawal1,"Mumbai, Maharashtra"
188,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,ImraanInc,
189,rt @israelbangalore: the #oxygen generator from #israel is up and running at kolar kgf hospital. it is truly our honour to be able to help…,sandeeprrao1991,BLR
190,"rt @anupamrajsingh2: 2.15 lkh #trees ,mostly endemic and medicinal, to be chopped in draught prone bundelkhand. wildlife losses- huge. 5.59…",Franky38693140,
191,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",Devendr71971731,
192,"rt @ajaw_: verified at 11.15 am this morning.

3 of each type a (8 ltr) and type b (max capacity) o2 cylinders available. needs to be picke…",DrMukherjeeS,Europe
193,"rt @mahendermanral: for the lack of #oxygen.  

https://t.co/9ojehvt9mr https://t.co/mt21i0ntlo",gosin7,आस पास यहाँ वहाँ 
194,"rt @vikramdevinc: 100 #oxygen #beds are #available in #jaipur

covid care centre, radha soami satsang beas, bilwa

contact: 7023557768, 014…",Pradeep_gugly,"kota, Rajasthan"
195,"rt @radiochinar: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provisioning of icu beds, #oxygen…",Dilshan84152754,
196,"rt @debapriya_deb: verified leads for #oxygen cylinders in hyderabad:

1. phone: 9700238886 (pramod chowhan)

2. phone: 9966010634",nikhil71437,"Bengaluru, India"
197,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,RuchiMi56784293,
198,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",g_jaiswar,
199,"rt @tehseenp: first delhi gasped for #oxygen &amp; now my delhi struggles for #ventilatorbeds ! 
i speak to @teensthack on the ground reality i…",porendra,
200,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",guptapriyansh18,
201,"rt @siliguricovid19: #oxygen avalable in #siliguri

9002120037 : m.t.c. gases pvt .ltd.
9832038638 : riya gas agency
7557091040 : lions clu…",Chao_india,
202,"rt @siliguricovid19: 🆘 #urgent #sos
required : #icubed &amp; #oxygen
city : #siliguri
state : #westbengal
patient name : munisingh thapa
age :…",Chao_india,
203,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",yogeshpanchal02,
204,"rt @siliguricovid19: #siliguri 
government control room for #oxygen and #remdesivir

#covidemergencyindia #covidhelp #covid19 #covidsecondw…",Chao_india,
205,"rt @blrairport: two air india flights carrying 34,200 kgs of zeolite, arrived from rome at @blrairport today. this is the first of the many…",gkeshre,"Bengaluru, Karnataka"
206,"rt @manjultoons: #oxygen #oxygenshortage #ramdev 
my #cartoon for @firstpost
telegram: https://t.co/0zuidd6oiw https://t.co/8l8qdqsmma",DineshDaveIndia,India
207,"rt @siliguricovid19: #siliguri #oxygen for home

quarantine covid patients humanitarion service to those in need.
• lion yogendra goel : 94…",Chao_india,
208,rt @israelbangalore: the #oxygen generator from #israel is up and running at kolar kgf hospital. it is truly our honour to be able to help…,MosesSapir,Israel
209,"rt @siliguricovid19: #oxygen avalable in #siliguri

9832558587 : surgichem india
03532641247 : m/s. s.s. enterprise
03532431060 : rehab sur…",Chao_india,
210,they all died! and only they needed was #oxygen . https://t.co/orfchwene8 the ⁦@indianexpress⁩ special page today.,satwantrissam,"Jammu, Jammu And Kashmir"
211,"rt @siliguricovid19: #siliguri
free #oxygen refill (home service)
name: ankur das
phone: 8101484889
location: njp area

 #covidemergencyind…",Chao_india,
212,@ewestaway aiming to plant #smartoxytree with 95% pure #oxygen in public places for asthmatic people/emergencies...… https://t.co/hggqiq0glq,jha_yatendra,India
213,"rt @siliguricovid19: #siliguri #oxygen cylinders
riya gas agency -- 9832038638.

#covidemergencyindia #covidhelp #covid19 #covidsecondwavei…",Chao_india,
214,rt @israelbangalore: the #oxygen generator from #israel is up and running at kolar kgf hospital. it is truly our honour to be able to help…,wowshailesh,"Mumbai, India"
215,"rt @bhatiatweeting: this is a source of #oxygen leads as of this weekend, verified personally by an intern in my team.

cities: #delhi #del…",Divyanshi449,"New Delhi, India"
216,"rt @rahulgandhi: india is gasping for #oxygen.

thanks to goi’s incompetency &amp; complacency.",MUHAMMEDAREFKH2,
217,@sonusood @vishallamba20 @soodfoundation aiming to plant #smartoxytree with 95% pure #oxygen in public places for a… https://t.co/scejwqyahy,jha_yatendra,India
218,"rt @vikramdevinc: 100 #oxygen #beds are #available in #jaipur

covid care centre, radha soami satsang beas, bilwa

contact: 7023557768, 014…",SudhaSharma0608,"Lvng in MUM, Native to BENARAS"
219,"these lives could have been saved had modi not starved them of #oxygen.
#failendramodi #modimustresign… https://t.co/2ha8ysnhpc",salimkaskar3,Mumbai / Chiplun / Dehil 
220,@sonusood @vishallamba20 @soodfoundation aiming to plant #smartoxytree with 95% pure #oxygen in public places for a… https://t.co/adwlelcnt5,jha_yatendra,India
221,"rt @covidhelpchd: #oxygen support #cylinder

location : #kolkata
contact : 6291275298
( only for emergency. they will give support for 4 ho…",krysnah_9,
222,"rt @helpranchi: #covidresources for #ranchi , #jharkhand #verified &amp; updated daily by team help, ranchi

date - 16 may 2021

resources list…",Prashant_San4u,
223,#iamoxygenman free #oxygen beds free #covid #centre https://t.co/2bd9jonxxo via @youtube,Roshanp06633344,"Guwahati, India"
224,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,namraah_hassan,
225,"#siliguri 
government control room for #oxygen and #remdesivir

#covidemergencyindia #covidhelp #covid19… https://t.co/8c99eesb0s",SiliguriCOVID19,"Siliguri, West Bengal, India"
226,rt @chnvolunteer: part 1: useful links for #covid patients &amp; their caregivers. #covidindia #covidhelp #covidaid #chennaivolunteers #chennai…,tilottamapal,this moment wherever i am 
227,"rt @helpranchi: #covidresources for #ranchi , #jharkhand #verified &amp; updated daily by team help, ranchi

date - 16 may 2021

resources list…",RanchiUpdates,Ranchi
228,rt @israelbangalore: the #oxygen generator from #israel is up and running at kolar kgf hospital. it is truly our honour to be able to help…,SeidmanAriel,Israel
229,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,karthiksankar14,"Madurai East, Tamil Nadu"
230,"rt @ralpharakal: 34,200 kgs #zeolite arrive at @blrairport from rome in two air india flights. officials say this is the first of many batc…",JogarishettarM,"Hubli, India"
231,rt @aiadmkofficial: honourable leader of opposition thiru. @epstamilnadu writes to honourable prime minister thiru. @narendramodi requestin…,Sriniva91564616,
232,"rt @covidhelpchd: #oxygen #concentrator available in #jaipur 

contact : +919465872595

verified on 16th may at 11:20 am by @teamkohinoor @…",TeamKohinoor,
233,"rt @vikasaroraabm: @drmbhama

100 #oxygen #beds are available in #jaipur

covid care centre, radha soami satsang beas, bilwa

contact: 7023…",TeamKohinoor,
234,"rt @vikramdevinc: 100 #oxygen #beds are #available in #jaipur

covid care centre, radha soami satsang beas, bilwa

contact: 7023557768, 014…",TeamKohinoor,
235,odisha delivers more than 14294 tones of oxygen in 24 days #oxygen @odisha_police @dgpodisha @cmo_odisha… https://t.co/uzz2f8zgwl,NewsroomOdisha,"Bhubaneshwar, India"
236,@abhishekbehl @mlkhattar aiming to plant #smartoxytree with 95% pure #oxygen in public places for asthmatic people/… https://t.co/8i8r2eo9u4,jha_yatendra,India
237,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,drcattur1,
238,"#oxygen avalable in #siliguri

9832558587 : surgichem india
03532641247 : m/s. s.s. enterprise
03532431060 : rehab… https://t.co/8ldzqpjwpe",SiliguriCOVID19,"Siliguri, West Bengal, India"
239,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",insp_vishal,"गाज़ियाबाद, भारत"
240,rt @israelbangalore: the #oxygen generator from #israel is up and running at kolar kgf hospital. it is truly our honour to be able to help…,kumarannataraj1,
241,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,Kuldeep98974071,
242,"#oxygen avalable in #siliguri

9002120037 : m.t.c. gases pvt .ltd.
9832038638 : riya gas agency
7557091040 : lions… https://t.co/m5pmx0x7tr",SiliguriCOVID19,"Siliguri, West Bengal, India"
243,"rt @pushpdeep: so, our team at tctd at #iitbombay have attempted solution to reduce o2 wastage from the patient consumption. we have #opens…",raa8,"Sogndal, Norway"
244,@ipskabra aiming to plant #smartoxytree with 95% pure #oxygen in public places for asthmatic people/emergencies...c… https://t.co/ijo2zn100h,jha_yatendra,India
245,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,javedhussain081,"Delhi, India"
246,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",askarnab,
247,@nitinsangwan aiming to plant #smartoxytree with 95% pure #oxygen in public places for asthmatic people/emergencies… https://t.co/9pt3fvcyt7,jha_yatendra,India
248,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",SarthakJain_BJP,"Khatauli,UP 🔁 Delhi/Ghaziabad"
249,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,JayendraRajput_,"Ahmadabad City, India"
250,"@dhruv_rathee dp pey poster laga diya...
#modigovt 
sold #hospitals 
exported #vaccine #oxygen 
hoarded #medicine… https://t.co/btgjiuqw6u",VinayShindeBlr,Planet Earth
251,"rt @teamsosindia: #east godavari #oxygen

#verified @ 15-may 04:39 pm ✅

oxygen cylinders available for home delivery

contact: 9010329995…",gandhi48141513,
252,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,kanishk_kansal,
253,"rt @sharmakhemchand: #kejriwal yesterday spent ₹80 lakh to get posters &amp; banners attacking pm @narendramodi put in delhi

in that much mone…",igajendarsingh,"Guwahati, India"
254,@pmlucknow @pun_starr @reallyswara @vaibhav_aap @juhiesingh @preeti_chobey @shilpabhartiy @arunrajbharsbsp… https://t.co/ymex22yk2v,VinayShindeBlr,Planet Earth
255,rt @israelbangalore: the #oxygen generator from #israel is up and running at kolar kgf hospital. it is truly our honour to be able to help…,shukla_daxesh,"Gondal, India"
256,"rt @radioraabta: he mentioned other initiatives like the provision of icu beds, #oxygen concentrators thus augmenting the facility of civil…",MohdNasib6,
257,"rt @radiochinar: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provisioning of icu beds, #oxygen…",PriyvratRajput5,
258,"rt @vikramdevinc: 100 #oxygen #beds are #available in #jaipur

covid care centre, radha soami satsang beas, bilwa

contact: 7023557768, 014…",Ramnare40401865,"Dausa,( raj.)India"
259,"rt @ikramhzaidi: every one slams yogi because he is going to convert #nitrogen to #oxygen with a team of #bhakts

#highcourtslamsyogi https…",Sabit53153050,
260,"rt @debapriya_deb: verified leads for #oxygen cylinders in hyderabad:

1. phone: 9700238886 (pramod chowhan)

2. phone: 9966010634",mr_naren,"Chennai, India"
261,"rt @lolita_tnie: two consignments of zeolite, a crucial component for #oxygen generation, reached bengaluru airport from rome this morn on…",ksvenu247,India
262,@time aiming to plant #smartoxytree with 95% pure #oxygen in public places for asthmatic people/emergencies...comin… https://t.co/uk988rdajy,jha_yatendra,India
263,"rt @anshul18515888: #varanasi #oxygen #concentrator #indiafightscorona #covidrelief 
oxygen concentrators of 5l in varanasi
• for rent, ₹80…",Aanchal__01,
264,rt @jha_yatendra: @shankey_tyagi_ @dchautala @virendersindhu @girikaman @prateeksom2 @dksaharan @itcelljjp @apurav4977 @yasheshyadav @ashwi…,Girikaman,"Delhi, Mumbai"
265,"rt @sharmakhemchand: #kejriwal yesterday spent ₹80 lakh to get posters &amp; banners attacking pm @narendramodi put in delhi

in that much mone…",rsdevsingh,DELHI
266,"rt @akupofficial: ✅ #𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝   
#hyderabad
oxygen cylinder available

phone: 9966010634
location: hyderabad 

last verified 16 may, 2021,1…",Aanchal__01,
